customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5856-XXXXX,Male,0,No,No,44,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,131.9066932369355,5711.22,Yes
5857-XXXXX,Male,0,No,No,43,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,105.26,4483.74,No
5858-XXXXX,Male,0,No,No,53,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),27.17,1465.29,Yes
5859-XXXXX,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.63478028218815,467.87,Yes
5860-XXXXX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.36689305419435,7061.48,Yes
5861-XXXXX,Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.93091020182043,1685.14,Yes
5862-XXXXX,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.85135021293614,2464.02,Yes
5863-XXXXX,Male,0,Yes,Yes,64,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.0,4326.13,No
5864-XXXXX,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.55,972.68,Yes
5865-XXXXX,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.78,141.8,No
5866-XXXXX,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.11,280.56,Yes
5867-XXXXX,Female,0,No,Yes,69,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),109.51,7604.28,No
5868-XXXXX,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.19,6828.84,Yes
5869-XXXXX,Female,1,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,51.15,300.99,No
5870-XXXXX,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.36,2015.56,No
5871-XXXXX,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.06790188723774,3706.88,Yes
5872-XXXXX,Female,0,No,Yes,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.11,583.88,Yes
5873-XXXXX,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.44,2072.08,No
5874-XXXXX,Female,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,89.84,2966.51,No
5875-XXXXX,Male,1,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,133.5966581957715,2062.91,No
5876-XXXXX,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,46.57621872354277,1841.73,No
5877-XXXXX,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.87328998643805,2616.89,Yes
5878-XXXXX,Female,0,No,Yes,15,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.96,251.8,No
5879-XXXXX,Male,0,Yes,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,90.23,3978.6,No
5880-XXXXX,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,104.60298728304866,5593.11,Yes
5881-XXXXX,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.42,1027.2,Yes
5882-XXXXX,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.19496921326756,4224.74,No
5883-XXXXX,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,66.53,3496.46,No
5884-XXXXX,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,117.08875459304443,2024.11,Yes
5885-XXXXX,Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.38825989060729,610.16,Yes
5886-XXXXX,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.69363286303634,6669.54,No
5887-XXXXX,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.85,966.08,No
5888-XXXXX,Female,0,Yes,Yes,69,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.50556804012,6857.34,Yes
5889-XXXXX,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,71.25,1317.7,Yes
5890-XXXXX,Female,0,No,No,19,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,137.36964619228553,2627.52,Yes
5891-XXXXX,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.85,26.85,Yes
5892-XXXXX,Male,1,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,106.08,3400.68,Yes
5893-XXXXX,Male,0,No,No,68,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.96,4414.6,Yes
5894-XXXXX,Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),73.12,4773.28,Yes
5895-XXXXX,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.52,651.23,Yes
5896-XXXXX,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.84,1221.72,Yes
5897-XXXXX,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.57,3077.3,No
5898-XXXXX,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.04,1783.98,No
5899-XXXXX,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.39,3197.48,No
5900-XXXXX,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,138.63130912496788,1958.21,No
5901-XXXXX,Male,0,No,No,26,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),110.39,2845.53,Yes
5902-XXXXX,Male,0,No,No,52,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.86,3857.44,Yes
5903-XXXXX,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,120.03374294185686,128.97,Yes
5904-XXXXX,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),102.44721133956904,4393.27,Yes
5905-XXXXX,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.8897096234698,4879.39,Yes
5906-XXXXX,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.8,616.81,No
5907-XXXXX,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,108.98,4270.57,No
5908-XXXXX,Female,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),74.28707878919718,3905.29,No
5909-XXXXX,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.83,2988.47,No
5910-XXXXX,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),33.13,89.41,Yes
5911-XXXXX,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),19.22,831.58,No
5912-XXXXX,Female,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.24,780.26,No
5913-XXXXX,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.11543883389788,3729.25,No
5914-XXXXX,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.39052120483022,1657.19,Yes
5915-XXXXX,Male,0,No,No,71,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),106.25763745719584,7500.23,No
5916-XXXXX,Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,28.51,112.43,No
5917-XXXXX,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.69,5452.72,Yes
5918-XXXXX,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.03620730093525,219.99,Yes
5919-XXXXX,Female,1,No,No,49,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,40.73,1941.63,Yes
5920-XXXXX,Male,0,No,No,25,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),91.55,2300.35,Yes
5921-XXXXX,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),113.84,1551.15,No
5922-XXXXX,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.45,277.54,Yes
5923-XXXXX,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),123.31910061895626,228.03,No
5924-XXXXX,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),119.98,1040.97,Yes
5925-XXXXX,Male,0,Yes,No,28,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),144.39514782802138,4062.42,Yes
5926-XXXXX,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.1,337.97,Yes
5927-XXXXX,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.57,1240.49,Yes
5928-XXXXX,Male,1,No,Yes,60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.57,3508.66,Yes
5929-XXXXX,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.22,761.19,Yes
5930-XXXXX,Female,0,Yes,No,6,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.58,170.41,No
5931-XXXXX,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,120.99231311095718,8585.1,No
5932-XXXXX,Male,0,No,No,52,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.06,5448.03,Yes
5933-XXXXX,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),28.9,376.24,No
5934-XXXXX,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.59,29.59,No
5935-XXXXX,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,107.38628801236892,4770.46,Yes
5936-XXXXX,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,106.7009353495072,118.02,Yes
5937-XXXXX,Female,1,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,43.17,1887.83,Yes
5938-XXXXX,Female,1,No,Yes,32,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,102.25,3203.44,Yes
5939-XXXXX,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,58.858721848592346,3728.21,No
5940-XXXXX,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,51.08688007044672,1391.53,Yes
5941-XXXXX,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,146.39604433812286,4673.89,Yes
5942-XXXXX,Male,1,Yes,Yes,39,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,125.42000296924593,4804.71,Yes
5943-XXXXX,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),90.51200575972321,6417.34,Yes
5944-XXXXX,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.23410107749584,3933.16,No
5945-XXXXX,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,30.77,1548.32,Yes
5946-XXXXX,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),43.88,970.96,No
5947-XXXXX,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.17,2674.6,Yes
5948-XXXXX,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,89.45137189769082,1345.06,Yes
5949-XXXXX,Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.71,2151.97,No
5950-XXXXX,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.38960971644732,3927.02,No
5951-XXXXX,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.6620651116429,616.14,Yes
5952-XXXXX,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),40.72,630.79,No
5953-XXXXX,Female,1,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,131.90729706873958,5496.65,Yes
5954-XXXXX,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.714314825397764,2647.28,No
5955-XXXXX,Female,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,101.88674807221565,7280.44,Yes
5956-XXXXX,Male,0,Yes,No,42,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,81.22,3430.68,Yes
5957-XXXXX,Female,0,No,Yes,47,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),47.41,2203.77,No
5958-XXXXX,Female,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.78,526.19,Yes
5959-XXXXX,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.56,2440.65,Yes
5960-XXXXX,Male,1,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,104.49254736214388,2278.21,No
5961-XXXXX,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.47,683.9,Yes
5962-XXXXX,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.39356636643456,2900.58,Yes
5963-XXXXX,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,41.5398036081329,687.96,Yes
5964-XXXXX,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,99.4001649446989,4307.7,Yes
5965-XXXXX,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,117.87170753979555,6546.71,No
5966-XXXXX,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),37.054397883459664,2728.89,No
5967-XXXXX,Female,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.14,1942.34,No
5968-XXXXX,Male,0,No,No,23,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),133.53821407374224,3001.97,No
5969-XXXXX,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,106.95486946109648,7291.69,No
5970-XXXXX,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.31498267046534,5952.62,Yes
5971-XXXXX,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),65.67631722696824,2420.05,No
5972-XXXXX,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.41504142841069,680.81,No
5973-XXXXX,Male,0,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),124.54676751000358,6909.89,Yes
5974-XXXXX,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.08,336.3,Yes
5975-XXXXX,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.61,1127.09,Yes
5976-XXXXX,Female,1,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,127.79500663106019,4869.16,Yes
5977-XXXXX,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,81.17402538682317,5103.15,Yes
5978-XXXXX,Male,0,No,Yes,71,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,39.98,2833.87,Yes
5979-XXXXX,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.43,1501.51,No
5980-XXXXX,Female,0,No,Yes,35,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,113.98492568844401,4046.61,No
5981-XXXXX,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.45,271.6,No
5982-XXXXX,Female,0,No,No,58,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,131.09952495085125,7696.53,Yes
5983-XXXXX,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.11194367609471,3293.54,Yes
5984-XXXXX,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,107.57,3655.42,No
5985-XXXXX,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,113.55389860276907,4587.4,Yes
5986-XXXXX,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),140.16381133467664,8692.2,No
5987-XXXXX,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,132.03825400870792,1315.41,Yes
5988-XXXXX,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),58.99,3449.89,No
5989-XXXXX,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.45,3628.28,Yes
5990-XXXXX,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.11,1919.61,No
5991-XXXXX,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),141.03555633951595,1898.53,Yes
5992-XXXXX,Female,0,No,No,44,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.88,4357.09,Yes
5993-XXXXX,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,91.70643654588616,1760.85,Yes
5994-XXXXX,Male,1,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,113.05,4257.24,No
5995-XXXXX,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,71.71,2653.25,No
5996-XXXXX,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),44.62,3120.18,Yes
5997-XXXXX,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.23,1048.76,No
5998-XXXXX,Female,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.36,874.9,No
5999-XXXXX,Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,126.37366053889383,3698.67,No
6000-XXXXX,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,128.18202559975649,3109.01,Yes
6001-XXXXX,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.80215026642392,4300.33,Yes
6002-XXXXX,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.551439610668794,2901.81,Yes
6003-XXXXX,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.5642532726671,3853.06,Yes
6004-XXXXX,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,119.53525912527286,5720.15,No
6005-XXXXX,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,51.861441771464655,1181.8,No
6006-XXXXX,Male,0,No,No,40,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.15865093608835,2791.52,Yes
6007-XXXXX,Female,0,No,No,41,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.32,4760.55,Yes
6008-XXXXX,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.08,2965.61,No
6009-XXXXX,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),98.5,2323.36,No
6010-XXXXX,Male,1,Yes,No,25,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),54.51210161065211,1313.45,No
6011-XXXXX,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.30658926675892,2578.94,Yes
6012-XXXXX,Female,1,Yes,Yes,30,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.84846717480829,2346.61,No
6013-XXXXX,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,68.00938343677733,1537.57,No
6014-XXXXX,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),123.48311934241562,1703.31,Yes
6015-XXXXX,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),142.89894227700526,5112.3,Yes
6016-XXXXX,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),70.9,4451.34,No
6017-XXXXX,Male,0,Yes,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.02,54.81,Yes
6018-XXXXX,Female,1,No,Yes,48,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),102.93,4972.27,Yes
6019-XXXXX,Female,1,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.61127636087625,6133.81,No
6020-XXXXX,Male,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),69.37,4160.86,No
6021-XXXXX,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),55.73032357800924,3446.11,No
6022-XXXXX,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,73.55319638308454,1777.17,Yes
6023-XXXXX,Female,0,No,No,7,No,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),101.95,649.18,Yes
6024-XXXXX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.34421207868175,5858.07,Yes
